merchant_id,zone,tandoor_units,deep_fry_units,steamer_units,grill_units,assembly_units,historical_speed_index
NCR_M493,Rohini,3,1,2,2,4,0.94
NCR_M494,Lajpat Nagar,2,2,1,1,3,1.15
NCR_M495,Noida Sector 18,2,3,1,1,3,0.91
NCR_M496,Dwarka,1,1,2,2,3,1.21
NCR_M497,Noida Sector 18,2,2,2,1,3,0.82
NCR_M498,Saket,2,1,1,2,4,1.15
NCR_M499,Saket,3,3,2,2,4,1.3
NCR_M500,Faridabad,3,1,2,2,3,1.23
NCR_M501,Connaught Place,3,2,1,2,2,0.7
NCR_M502,Noida Sector 18,3,1,2,2,3,0.91
NCR_M503,Lajpat Nagar,1,1,2,1,4,1.22
NCR_M504,Connaught Place,1,2,1,2,2,1.05
NCR_M505,Gurgaon CyberHub,3,2,2,2,3,1.18
NCR_M506,Saket,3,3,1,1,3,0.79
NCR_M507,Noida Sector 18,1,2,2,2,2,1.17
NCR_M508,Dwarka,3,1,2,2,4,1.14
NCR_M509,Rohini,1,2,1,2,2,1.06
NCR_M510,Saket,3,3,1,1,5,0.88
NCR_M511,Rohini,1,1,2,2,5,1.17
NCR_M512,Connaught Place,3,3,2,1,3,1.15
NCR_M513,Dwarka,3,1,2,2,2,0.81
NCR_M514,Rohini,1,2,2,1,2,1.12
NCR_M515,Noida Sector 18,2,2,2,1,3,1.01
NCR_M516,Gurgaon CyberHub,1,3,1,1,3,1.21
NCR_M517,Rohini,2,3,1,1,5,0.81
NCR_M518,Lajpat Nagar,1,1,2,2,2,1.12
NCR_M519,Noida Sector 18,2,2,1,1,3,1.25
NCR_M520,Faridabad,1,2,1,2,3,1.07
NCR_M521,Gurgaon CyberHub,1,3,2,2,2,1.27
NCR_M522,Dwarka,2,2,2,2,5,0.87
NCR_M523,Lajpat Nagar,3,2,2,2,5,0.92
NCR_M524,Lajpat Nagar,3,2,1,1,3,0.74
NCR_M525,Noida Sector 18,1,3,2,2,3,1.04
NCR_M526,Faridabad,1,2,1,1,4,0.75
NCR_M527,Saket,3,2,2,2,4,1.28
NCR_M528,Saket,3,3,1,2,3,0.95
NCR_M529,Dwarka,2,1,1,2,2,0.85
NCR_M530,Connaught Place,3,3,2,1,5,0.9
NCR_M531,Faridabad,3,1,1,2,5,0.91
NCR_M532,Faridabad,1,1,2,1,5,0.95
NCR_M533,Noida Sector 18,1,3,2,1,2,1.01
NCR_M534,Lajpat Nagar,1,1,2,2,3,1.03
NCR_M535,Connaught Place,3,2,1,1,3,0.75
NCR_M536,Faridabad,2,2,1,2,2,0.78
NCR_M537,Dwarka,2,1,2,2,3,1.22
NCR_M538,Lajpat Nagar,3,1,1,2,5,0.74
NCR_M539,Dwarka,2,3,2,1,5,1.18
NCR_M540,Gurgaon CyberHub,1,3,1,2,3,0.9
NCR_M541,Connaught Place,2,2,1,2,5,1.23
NCR_M542,Saket,2,2,1,1,2,1.04
NCR_M543,Lajpat Nagar,2,1,1,2,2,0.76
NCR_M544,Gurgaon CyberHub,3,1,2,2,4,0.76
NCR_M545,Saket,3,1,1,2,4,1.17
NCR_M546,Connaught Place,3,3,2,2,3,0.76
NCR_M547,Rohini,1,1,1,2,4,1.09
NCR_M548,Saket,3,2,2,2,3,0.97
NCR_M549,Saket,2,2,1,2,4,0.92
NCR_M550,Dwarka,3,2,1,2,3,0.78
NCR_M551,Noida Sector 18,1,3,2,2,2,1.14
NCR_M552,Dwarka,3,1,2,2,3,1.28
NCR_M553,Saket,3,1,2,1,3,0.89
NCR_M554,Saket,1,3,1,1,2,1.1
NCR_M555,Gurgaon CyberHub,1,2,2,2,3,1.29
NCR_M556,Faridabad,3,3,2,1,2,1.04
NCR_M557,Faridabad,1,1,2,2,3,0.75
NCR_M558,Gurgaon CyberHub,1,3,1,2,2,0.88
NCR_M559,Noida Sector 18,2,2,2,1,5,0.89
NCR_M560,Saket,3,2,1,2,5,0.89
NCR_M561,Lajpat Nagar,2,2,1,2,5,1.02
NCR_M562,Lajpat Nagar,1,2,2,1,2,0.95
NCR_M563,Noida Sector 18,2,1,1,1,3,1.15
NCR_M564,Faridabad,1,3,2,2,3,1.14
NCR_M565,Faridabad,3,2,1,1,4,0.72
NCR_M566,Noida Sector 18,1,2,2,1,5,0.7
NCR_M567,Rohini,3,3,2,1,5,0.84
NCR_M568,Rohini,3,3,2,1,4,1.12
NCR_M569,Connaught Place,1,3,2,1,4,0.74
NCR_M570,Gurgaon CyberHub,1,1,1,2,5,1.26
NCR_M571,Noida Sector 18,1,3,1,1,5,1.1
NCR_M572,Dwarka,2,3,1,2,4,0.7
NCR_M573,Saket,3,3,2,2,3,0.98
NCR_M574,Gurgaon CyberHub,1,2,1,1,3,1.18
NCR_M575,Gurgaon CyberHub,3,1,1,2,5,0.72
NCR_M576,Lajpat Nagar,2,3,2,2,2,0.88
NCR_M577,Rohini,3,3,2,1,2,1.2
NCR_M578,Gurgaon CyberHub,1,3,2,1,2,0.88
NCR_M579,Faridabad,3,1,2,1,4,0.97
NCR_M580,Gurgaon CyberHub,2,1,1,2,5,0.86
NCR_M581,Dwarka,1,1,2,2,2,1.19
NCR_M582,Connaught Place,1,3,1,1,3,1.15
NCR_M583,Gurgaon CyberHub,3,2,1,1,3,0.9
NCR_M584,Noida Sector 18,3,3,1,2,2,1.2
NCR_M585,Noida Sector 18,2,3,1,2,3,1.21
NCR_M586,Faridabad,3,1,1,2,5,0.83
NCR_M587,Dwarka,1,1,1,1,2,0.72
NCR_M588,Saket,3,1,2,2,5,1.04
NCR_M589,Dwarka,1,3,1,2,5,1.25
NCR_M590,Gurgaon CyberHub,2,3,1,1,4,1.24
NCR_M591,Connaught Place,1,2,2,1,4,0.97
NCR_M592,Gurgaon CyberHub,1,1,1,2,4,1.01
NCR_M593,Gurgaon CyberHub,2,1,1,2,5,1.27
NCR_M594,Gurgaon CyberHub,2,3,1,1,2,0.86
NCR_M595,Faridabad,2,2,2,1,3,0.92
NCR_M596,Connaught Place,2,2,1,2,4,0.87
NCR_M597,Rohini,1,1,1,1,2,1.07
NCR_M598,Gurgaon CyberHub,2,3,2,1,5,0.82
NCR_M599,Gurgaon CyberHub,1,1,2,1,3,0.73
NCR_M600,Saket,3,1,2,1,2,0.96
NCR_M601,Faridabad,2,2,1,2,3,0.87
NCR_M602,Faridabad,1,1,1,1,5,1.02
NCR_M603,Noida Sector 18,3,3,1,1,4,1.0
NCR_M604,Dwarka,3,2,1,1,2,1.26
NCR_M605,Connaught Place,1,1,2,2,4,0.95
NCR_M606,Noida Sector 18,1,1,1,2,2,0.89
NCR_M607,Rohini,1,2,1,2,3,1.13
NCR_M608,Rohini,1,3,2,1,3,0.85
NCR_M609,Faridabad,3,1,1,2,3,0.85
NCR_M610,Connaught Place,2,1,1,2,3,0.76
NCR_M611,Lajpat Nagar,3,1,1,2,3,0.89
NCR_M612,Faridabad,1,3,2,1,2,1.11
NCR_M613,Rohini,2,3,1,1,3,1.0
NCR_M614,Saket,3,2,1,1,4,1.22
NCR_M615,Saket,2,3,1,2,2,0.74
NCR_M616,Lajpat Nagar,2,2,1,1,3,1.02
NCR_M617,Lajpat Nagar,3,1,1,1,4,0.73
NCR_M618,Rohini,1,2,1,1,4,0.98
NCR_M619,Rohini,1,2,2,1,3,1.21
NCR_M620,Noida Sector 18,3,1,1,1,2,1.22
NCR_M621,Faridabad,2,2,2,1,4,1.21
NCR_M622,Noida Sector 18,3,1,1,1,5,1.23
NCR_M623,Saket,2,3,1,2,5,0.94
NCR_M624,Noida Sector 18,3,2,2,2,2,1.09
NCR_M625,Gurgaon CyberHub,1,1,1,1,5,0.9
NCR_M626,Connaught Place,2,2,2,1,4,0.93
NCR_M627,Noida Sector 18,3,2,1,1,2,1.11
NCR_M628,Saket,1,2,2,2,5,1.29
NCR_M629,Dwarka,1,3,2,1,2,1.28
NCR_M630,Faridabad,2,3,1,1,2,0.93
NCR_M631,Gurgaon CyberHub,3,2,2,1,5,0.95
NCR_M632,Rohini,3,2,2,1,2,0.98
NCR_M633,Rohini,2,2,1,2,2,0.92
NCR_M634,Rohini,1,3,1,2,5,1.3
NCR_M635,Gurgaon CyberHub,1,1,1,1,4,1.28
NCR_M636,Lajpat Nagar,1,1,2,2,3,1.02
NCR_M637,Faridabad,1,1,1,1,3,0.8
NCR_M638,Noida Sector 18,1,3,1,1,4,0.88
NCR_M639,Gurgaon CyberHub,1,3,2,1,2,0.91
NCR_M640,Saket,1,3,1,2,4,0.8
NCR_M641,Connaught Place,3,1,1,1,4,1.19
NCR_M642,Faridabad,3,1,1,1,5,0.88
NCR_M643,Saket,2,1,2,2,4,0.82
NCR_M644,Gurgaon CyberHub,1,1,1,1,5,1.24
NCR_M645,Rohini,3,3,1,2,4,0.91
NCR_M646,Faridabad,3,2,1,2,4,1.03
NCR_M647,Faridabad,1,1,2,2,2,1.23
NCR_M648,Connaught Place,2,1,1,1,3,1.29
NCR_M649,Connaught Place,2,3,1,2,5,0.87
NCR_M650,Lajpat Nagar,1,2,2,1,4,1.06
NCR_M651,Rohini,1,3,2,1,4,1.24
NCR_M652,Lajpat Nagar,3,2,2,1,4,1.16
NCR_M653,Connaught Place,3,1,1,2,4,0.77
NCR_M654,Connaught Place,1,1,1,1,2,1.24
NCR_M655,Faridabad,3,3,2,1,4,0.72
NCR_M656,Connaught Place,3,2,1,1,4,0.71
NCR_M657,Faridabad,2,1,2,1,4,1.12
NCR_M658,Gurgaon CyberHub,2,2,1,2,5,1.18
NCR_M659,Rohini,3,2,1,2,4,1.29
NCR_M660,Gurgaon CyberHub,2,2,1,2,4,0.7
NCR_M661,Saket,3,1,2,1,2,1.14
NCR_M662,Saket,1,1,2,2,2,1.19
NCR_M663,Dwarka,1,3,1,2,4,1.07
NCR_M664,Faridabad,3,1,2,2,3,0.94
NCR_M665,Noida Sector 18,2,3,2,1,4,1.03
NCR_M666,Dwarka,2,1,1,2,3,0.7
NCR_M667,Faridabad,3,3,2,2,3,0.75
NCR_M668,Saket,3,2,2,2,5,0.99
NCR_M669,Rohini,2,2,2,1,5,0.88
NCR_M670,Lajpat Nagar,2,3,1,2,4,1.26
NCR_M671,Noida Sector 18,2,3,1,2,2,1.05
NCR_M672,Gurgaon CyberHub,3,1,1,1,3,1.29
NCR_M673,Dwarka,1,3,1,1,2,1.16
NCR_M674,Dwarka,3,1,1,1,5,0.97
NCR_M675,Lajpat Nagar,2,2,2,2,5,1.02
NCR_M676,Connaught Place,2,2,2,1,5,0.87
NCR_M677,Dwarka,2,3,2,1,4,1.17
NCR_M678,Lajpat Nagar,2,3,1,2,3,0.78
NCR_M679,Faridabad,2,3,1,1,5,0.94
NCR_M680,Faridabad,1,3,1,2,2,0.73
NCR_M681,Connaught Place,2,2,1,1,5,1.2
NCR_M682,Faridabad,1,2,1,2,2,0.75
NCR_M683,Gurgaon CyberHub,3,1,1,1,4,1.04
NCR_M684,Noida Sector 18,2,2,1,1,2,0.95
NCR_M685,Saket,2,3,1,1,3,0.73
NCR_M686,Rohini,1,1,2,1,2,1.12
NCR_M687,Rohini,2,3,1,1,2,1.23
NCR_M688,Connaught Place,1,1,2,2,4,1.27
NCR_M689,Saket,3,1,2,1,2,0.99
NCR_M690,Rohini,3,1,2,1,2,1.0
NCR_M691,Gurgaon CyberHub,3,1,1,1,5,0.83
NCR_M692,Faridabad,2,3,2,1,5,1.22
NCR_M693,Rohini,1,2,1,1,5,1.21
NCR_M694,Lajpat Nagar,1,1,2,1,3,1.23
NCR_M695,Saket,1,1,1,1,2,0.88
NCR_M696,Noida Sector 18,3,2,1,2,3,1.09
NCR_M697,Lajpat Nagar,1,2,2,1,5,0.75
NCR_M698,Connaught Place,3,3,1,1,2,0.77
NCR_M699,Dwarka,2,1,2,1,2,1.11
NCR_M700,Gurgaon CyberHub,1,1,2,2,3,0.71
NCR_M701,Rohini,2,2,1,1,4,0.94
NCR_M702,Noida Sector 18,1,2,2,2,2,0.98
NCR_M703,Saket,2,2,2,1,5,0.97
NCR_M704,Faridabad,3,1,2,2,3,1.21
NCR_M705,Dwarka,2,1,2,1,4,1.18
NCR_M706,Dwarka,2,1,2,1,5,0.9
NCR_M707,Saket,1,1,1,2,4,0.91
NCR_M708,Noida Sector 18,2,3,1,2,2,1.28
NCR_M709,Lajpat Nagar,3,3,1,2,4,1.2
NCR_M710,Gurgaon CyberHub,3,1,2,2,2,0.94
NCR_M711,Gurgaon CyberHub,3,1,1,1,3,1.06
NCR_M712,Faridabad,1,3,2,1,5,0.73
NCR_M713,Gurgaon CyberHub,2,1,1,1,5,1.29
NCR_M714,Faridabad,2,3,1,2,5,1.17
NCR_M715,Dwarka,1,3,2,2,4,0.78
NCR_M716,Gurgaon CyberHub,2,1,2,1,2,0.87
NCR_M717,Connaught Place,1,1,2,2,5,0.93
NCR_M718,Gurgaon CyberHub,3,3,1,1,4,1.25
NCR_M719,Rohini,2,1,1,1,2,1.11
NCR_M720,Connaught Place,2,1,2,1,5,1.08
NCR_M721,Lajpat Nagar,3,2,1,2,3,1.02
NCR_M722,Saket,3,1,2,1,3,0.75
NCR_M723,Gurgaon CyberHub,2,2,2,2,3,1.03
NCR_M724,Lajpat Nagar,2,1,1,2,4,0.8
NCR_M725,Noida Sector 18,1,1,1,2,2,0.78
NCR_M726,Saket,3,1,2,1,4,0.85
NCR_M727,Connaught Place,2,1,2,2,4,1.0
NCR_M728,Noida Sector 18,3,2,2,1,5,0.86
NCR_M729,Dwarka,1,2,1,1,4,0.83
NCR_M730,Gurgaon CyberHub,2,2,2,2,5,1.18
NCR_M731,Lajpat Nagar,3,1,2,1,4,0.94
NCR_M732,Faridabad,2,2,1,2,2,1.21
NCR_M733,Connaught Place,2,3,2,1,4,1.1
NCR_M734,Rohini,3,2,2,1,3,1.06
NCR_M735,Noida Sector 18,1,2,2,1,5,1.26
NCR_M736,Lajpat Nagar,2,3,1,1,5,1.18
NCR_M737,Connaught Place,2,3,2,2,4,0.85
NCR_M738,Dwarka,3,1,1,1,5,1.1
NCR_M739,Faridabad,2,1,2,2,4,1.25
NCR_M740,Noida Sector 18,3,1,2,1,2,0.99
NCR_M741,Gurgaon CyberHub,3,1,2,1,4,1.27
NCR_M742,Noida Sector 18,3,2,2,1,3,1.3
NCR_M743,Connaught Place,1,1,1,2,5,1.21
NCR_M744,Noida Sector 18,1,2,2,1,5,0.76
NCR_M745,Saket,2,3,1,1,2,0.84
NCR_M746,Rohini,1,1,2,2,5,0.87
NCR_M747,Connaught Place,1,1,2,1,5,1.05
NCR_M748,Dwarka,3,2,1,1,2,0.91
NCR_M749,Gurgaon CyberHub,3,3,1,2,5,0.94
NCR_M750,Gurgaon CyberHub,2,3,2,2,4,1.03
NCR_M751,Gurgaon CyberHub,1,1,2,1,5,0.9
NCR_M752,Faridabad,3,2,2,2,2,0.92
NCR_M753,Rohini,2,3,1,1,2,0.95
NCR_M754,Dwarka,3,3,1,2,3,1.16
NCR_M755,Gurgaon CyberHub,2,3,2,1,2,1.02
NCR_M756,Saket,3,1,1,1,3,1.03
NCR_M757,Gurgaon CyberHub,1,1,1,1,5,1.01
NCR_M758,Gurgaon CyberHub,1,1,2,2,4,0.82
NCR_M759,Noida Sector 18,1,1,2,1,5,0.7
NCR_M760,Gurgaon CyberHub,3,2,1,1,5,1.15
NCR_M761,Dwarka,1,1,1,2,3,1.24
NCR_M762,Saket,1,1,2,1,4,0.81
NCR_M763,Lajpat Nagar,2,3,1,2,5,1.29
NCR_M764,Noida Sector 18,2,1,2,1,5,1.1
NCR_M765,Saket,3,3,1,2,3,0.71
NCR_M766,Saket,2,3,2,1,2,1.27
NCR_M767,Rohini,2,2,1,1,5,1.27
NCR_M768,Saket,3,1,1,1,2,0.76
NCR_M769,Rohini,1,3,1,1,5,1.28
NCR_M770,Rohini,3,2,2,1,5,0.76
NCR_M771,Gurgaon CyberHub,2,1,1,1,3,1.14
NCR_M772,Faridabad,2,1,1,2,4,0.73
NCR_M773,Dwarka,1,1,2,2,5,1.29
NCR_M774,Rohini,3,1,1,1,5,1.1
NCR_M775,Noida Sector 18,1,3,2,1,2,0.93
NCR_M776,Noida Sector 18,3,2,1,1,4,1.2
NCR_M777,Dwarka,2,2,1,2,3,0.96
NCR_M778,Dwarka,3,1,1,2,2,1.02
NCR_M779,Rohini,3,1,1,1,4,0.99
NCR_M780,Faridabad,1,2,1,1,5,0.84
NCR_M781,Connaught Place,3,2,1,2,4,0.89
NCR_M782,Noida Sector 18,3,2,2,2,4,1.0
NCR_M783,Connaught Place,3,2,2,1,4,1.21
NCR_M784,Saket,3,3,1,2,5,1.1
NCR_M785,Saket,1,1,2,2,2,0.88
NCR_M786,Saket,3,1,2,1,2,1.14
NCR_M787,Connaught Place,2,1,2,2,4,0.91
NCR_M788,Faridabad,2,1,1,2,2,0.74
NCR_M789,Noida Sector 18,2,3,1,2,2,1.09
NCR_M790,Gurgaon CyberHub,2,3,1,1,3,1.17
NCR_M791,Noida Sector 18,2,1,2,2,2,0.9
NCR_M792,Noida Sector 18,3,2,1,1,5,0.74
NCR_M793,Lajpat Nagar,1,2,1,2,3,1.03
NCR_M794,Rohini,2,1,1,2,3,1.05
NCR_M795,Dwarka,1,3,1,2,4,0.86
NCR_M796,Saket,2,2,1,1,5,1.08
NCR_M797,Connaught Place,2,2,2,2,4,1.06
NCR_M798,Noida Sector 18,3,1,1,2,5,0.88
NCR_M799,Gurgaon CyberHub,2,3,2,1,4,1.03
NCR_M800,Faridabad,1,2,2,1,3,0.85
NCR_M801,Saket,2,1,1,2,5,1.05
NCR_M802,Saket,3,3,2,2,2,0.8
NCR_M803,Lajpat Nagar,3,2,1,2,2,1.27
NCR_M804,Lajpat Nagar,2,3,2,1,4,1.16
NCR_M805,Noida Sector 18,2,2,1,1,5,1.08
NCR_M806,Dwarka,1,3,1,1,5,1.26
NCR_M807,Lajpat Nagar,2,1,1,2,3,1.14
NCR_M808,Gurgaon CyberHub,2,2,1,2,3,1.15
NCR_M809,Rohini,2,3,2,1,2,1.25
NCR_M810,Lajpat Nagar,3,3,2,1,4,1.13
NCR_M811,Lajpat Nagar,2,3,2,2,2,1.03
NCR_M812,Dwarka,1,2,2,2,2,0.75
NCR_M813,Saket,1,1,1,1,5,1.25
NCR_M814,Faridabad,3,1,1,2,2,0.75
NCR_M815,Lajpat Nagar,2,3,1,2,4,0.83
NCR_M816,Gurgaon CyberHub,1,3,2,2,3,1.27
NCR_M817,Gurgaon CyberHub,2,2,2,1,4,1.0
NCR_M818,Rohini,3,1,2,2,4,1.07
NCR_M819,Faridabad,1,3,2,1,3,0.87
NCR_M820,Faridabad,2,2,1,1,2,1.05
NCR_M821,Gurgaon CyberHub,1,3,1,2,5,1.25
NCR_M822,Saket,1,1,2,2,4,0.97
NCR_M823,Noida Sector 18,1,2,1,1,5,1.2
NCR_M824,Gurgaon CyberHub,2,3,1,1,5,0.95
NCR_M825,Dwarka,3,2,2,1,3,0.71
NCR_M826,Gurgaon CyberHub,2,3,1,1,3,0.72
NCR_M827,Saket,3,1,1,1,3,0.71
NCR_M828,Noida Sector 18,1,1,2,2,2,0.8
NCR_M829,Noida Sector 18,1,1,2,2,2,1.15
NCR_M830,Dwarka,3,1,1,2,4,0.77
NCR_M831,Connaught Place,1,1,2,2,5,0.97
NCR_M832,Dwarka,2,3,1,1,2,0.91
NCR_M833,Lajpat Nagar,1,1,1,2,5,1.19
NCR_M834,Connaught Place,1,2,2,1,3,0.86
NCR_M835,Rohini,1,1,1,1,2,0.75
NCR_M836,Connaught Place,1,3,1,2,2,1.22
NCR_M837,Rohini,2,3,1,2,4,0.98
NCR_M838,Lajpat Nagar,2,1,1,2,2,0.8
NCR_M839,Faridabad,1,3,1,2,3,0.93
NCR_M840,Lajpat Nagar,3,1,1,1,5,1.22
NCR_M841,Faridabad,1,2,2,2,3,0.8
NCR_M842,Faridabad,1,2,1,2,4,1.14
NCR_M843,Noida Sector 18,3,2,2,2,4,0.76
NCR_M844,Gurgaon CyberHub,2,1,2,2,4,0.85
NCR_M845,Lajpat Nagar,3,3,2,1,4,0.9
NCR_M846,Connaught Place,2,3,1,1,4,1.15
NCR_M847,Connaught Place,1,3,1,2,5,1.12
NCR_M848,Faridabad,1,1,2,2,4,1.03
NCR_M849,Gurgaon CyberHub,1,2,1,2,4,0.77
NCR_M850,Lajpat Nagar,1,1,2,1,2,0.96
NCR_M851,Lajpat Nagar,2,1,1,1,2,1.16
NCR_M852,Faridabad,3,3,2,1,4,0.95
NCR_M853,Saket,1,2,1,1,2,1.1
NCR_M854,Noida Sector 18,3,3,1,1,4,1.11
NCR_M855,Rohini,1,2,2,1,5,1.15
NCR_M856,Noida Sector 18,1,1,2,2,2,0.99
NCR_M857,Noida Sector 18,3,2,1,1,3,1.01
NCR_M858,Saket,3,2,1,1,4,0.98
NCR_M859,Faridabad,1,2,2,1,5,0.71
NCR_M860,Saket,2,2,2,2,4,1.03
NCR_M861,Connaught Place,3,1,1,1,3,0.93
NCR_M862,Noida Sector 18,1,2,1,2,5,1.27
NCR_M863,Faridabad,2,1,1,1,4,0.91
NCR_M864,Saket,3,3,2,2,4,0.92
NCR_M865,Dwarka,3,2,1,1,5,0.71
NCR_M866,Saket,3,2,2,2,2,0.92
NCR_M867,Rohini,3,2,1,2,4,0.73
NCR_M868,Dwarka,1,2,2,1,5,1.15
NCR_M869,Dwarka,3,2,2,1,4,1.1
NCR_M870,Connaught Place,1,3,1,2,2,0.91
NCR_M871,Saket,2,1,2,1,5,1.16
NCR_M872,Connaught Place,3,1,2,2,5,1.21
NCR_M873,Gurgaon CyberHub,1,2,2,2,5,0.98
NCR_M874,Gurgaon CyberHub,1,3,2,2,5,1.05
NCR_M875,Connaught Place,1,1,1,2,3,1.22
NCR_M876,Rohini,2,3,1,2,2,1.05
NCR_M877,Gurgaon CyberHub,2,3,2,1,3,1.28
NCR_M878,Rohini,1,2,2,1,4,1.08
NCR_M879,Gurgaon CyberHub,3,2,1,1,3,0.86
NCR_M880,Noida Sector 18,1,2,2,1,4,1.06
NCR_M881,Noida Sector 18,2,2,1,1,4,1.19
NCR_M882,Lajpat Nagar,3,3,2,2,5,1.16
NCR_M883,Connaught Place,1,1,1,1,3,0.72
NCR_M884,Gurgaon CyberHub,1,3,1,1,5,0.72
NCR_M885,Gurgaon CyberHub,2,2,1,2,3,1.23
NCR_M886,Saket,3,1,1,2,2,1.2
NCR_M887,Connaught Place,2,3,1,2,2,0.74
NCR_M888,Rohini,3,3,1,1,4,1.18
NCR_M889,Faridabad,2,3,1,1,4,1.04
NCR_M890,Rohini,1,1,1,1,5,1.24
NCR_M891,Dwarka,1,3,2,1,3,0.89
NCR_M892,Saket,1,3,2,2,4,1.16
NCR_M893,Gurgaon CyberHub,2,1,2,2,5,0.78
NCR_M894,Faridabad,3,2,1,1,5,0.95
NCR_M895,Saket,1,2,1,1,5,1.29
NCR_M896,Connaught Place,3,3,1,2,3,0.78
NCR_M897,Rohini,1,3,1,2,4,1.26
NCR_M898,Rohini,3,1,1,1,2,1.3
NCR_M899,Gurgaon CyberHub,2,2,1,2,5,1.26
NCR_M900,Lajpat Nagar,2,3,2,1,2,1.1
NCR_M901,Lajpat Nagar,3,2,2,2,4,1.26
NCR_M902,Dwarka,1,3,1,1,4,1.28
NCR_M903,Connaught Place,2,2,2,1,2,1.08
NCR_M904,Noida Sector 18,1,3,2,2,3,0.97
NCR_M905,Dwarka,3,1,1,2,3,0.74
NCR_M906,Dwarka,2,1,1,1,4,0.97
NCR_M907,Dwarka,2,2,2,1,5,0.99
NCR_M908,Connaught Place,2,1,1,2,2,1.2
NCR_M909,Saket,2,2,2,1,5,0.76
NCR_M910,Faridabad,3,2,2,2,2,0.95
NCR_M911,Saket,2,1,2,2,5,0.85
NCR_M912,Connaught Place,2,2,1,1,5,1.22
NCR_M913,Noida Sector 18,3,3,1,1,5,1.23
NCR_M914,Lajpat Nagar,1,3,1,2,2,1.24
NCR_M915,Lajpat Nagar,3,3,1,1,5,1.26
NCR_M916,Saket,1,2,2,2,5,0.74
NCR_M917,Connaught Place,3,1,1,2,3,1.26
NCR_M918,Noida Sector 18,3,2,1,2,3,0.95
NCR_M919,Faridabad,2,2,1,2,3,0.86
NCR_M920,Connaught Place,2,3,1,2,4,1.29
NCR_M921,Faridabad,1,3,2,1,3,1.08
NCR_M922,Connaught Place,1,2,2,2,3,0.85
NCR_M923,Noida Sector 18,1,1,1,2,5,0.83
NCR_M924,Lajpat Nagar,2,3,2,2,3,1.22
NCR_M925,Connaught Place,3,3,2,2,4,0.88
NCR_M926,Lajpat Nagar,2,2,1,2,3,1.17
NCR_M927,Saket,2,3,2,2,5,0.99
NCR_M928,Noida Sector 18,1,1,1,1,4,0.94
NCR_M929,Saket,3,2,1,2,3,0.98
NCR_M930,Faridabad,1,1,2,2,4,1.3
NCR_M931,Gurgaon CyberHub,1,3,2,1,4,1.02
NCR_M932,Saket,3,1,1,2,2,1.26
NCR_M933,Saket,2,3,1,2,2,1.14
NCR_M934,Noida Sector 18,3,2,1,2,4,0.77
NCR_M935,Dwarka,2,3,1,2,4,1.16
NCR_M936,Connaught Place,2,1,1,1,2,0.81
NCR_M937,Gurgaon CyberHub,3,1,1,2,3,1.22
NCR_M938,Dwarka,2,3,2,1,2,1.1
NCR_M939,Noida Sector 18,2,3,2,2,5,0.8
NCR_M940,Connaught Place,3,3,1,2,3,1.24
NCR_M941,Noida Sector 18,1,2,2,1,5,0.92
NCR_M942,Gurgaon CyberHub,2,2,2,1,3,0.92
NCR_M943,Faridabad,3,1,1,1,2,1.18
NCR_M944,Saket,2,1,1,1,4,0.83
NCR_M945,Noida Sector 18,2,3,1,2,5,0.7
NCR_M946,Noida Sector 18,3,2,2,1,5,0.93
NCR_M947,Gurgaon CyberHub,1,2,2,1,2,0.91
NCR_M948,Rohini,1,2,2,2,4,0.72
NCR_M949,Dwarka,2,3,2,1,4,1.05
NCR_M950,Connaught Place,1,1,2,1,2,0.79
NCR_M951,Noida Sector 18,2,2,2,1,2,1.12
NCR_M952,Dwarka,1,2,1,2,3,0.99
NCR_M953,Rohini,3,1,2,1,5,0.9
NCR_M954,Saket,3,3,1,2,3,1.16
NCR_M955,Gurgaon CyberHub,1,3,2,2,3,1.03
NCR_M956,Faridabad,1,2,1,1,5,0.71
NCR_M957,Dwarka,2,1,2,1,5,1.13
NCR_M958,Noida Sector 18,2,1,1,2,5,1.25
NCR_M959,Gurgaon CyberHub,1,3,2,2,3,0.73
NCR_M960,Rohini,3,3,1,1,2,0.84
NCR_M961,Lajpat Nagar,1,1,1,2,4,1.26
NCR_M962,Dwarka,2,2,2,1,2,1.2
NCR_M963,Dwarka,2,1,1,1,4,0.91
NCR_M964,Noida Sector 18,1,1,1,2,4,0.72
NCR_M965,Lajpat Nagar,3,3,1,2,4,0.82
NCR_M966,Connaught Place,2,2,1,1,4,1.0
NCR_M967,Gurgaon CyberHub,2,2,1,1,5,1.28
NCR_M968,Faridabad,2,1,1,2,4,0.96
NCR_M969,Connaught Place,3,2,2,1,3,0.75
NCR_M970,Rohini,3,1,2,2,5,1.2
NCR_M971,Gurgaon CyberHub,3,2,2,2,5,0.8
NCR_M972,Lajpat Nagar,3,3,2,1,3,0.97
NCR_M973,Rohini,3,2,1,2,5,0.98
NCR_M974,Noida Sector 18,2,1,2,2,5,0.86
NCR_M975,Faridabad,3,3,2,1,4,1.15
NCR_M976,Faridabad,1,3,1,2,2,1.1
NCR_M977,Connaught Place,2,3,2,1,4,0.91
NCR_M978,Saket,3,3,2,1,5,0.86
NCR_M979,Connaught Place,1,2,2,1,3,1.06
NCR_M980,Connaught Place,1,2,1,2,2,1.02
NCR_M981,Gurgaon CyberHub,2,1,1,2,3,0.78
NCR_M982,Rohini,3,2,1,1,5,0.77
