order_id,merchant_id,zone,weather,traffic_index,rider_density,hour_of_day,structural_minimum_time_sec,complexity_delta_sec,ambient_friction_multiplier,merchant_marked_ready_sec,trust_weight,is_anomaly,raw_kpt_sec,kpt_floor_sec,kpt_ceiling_sec,buffer_sec,final_predicted_kpt_sec,final_predicted_kpt_min
877,NCR_M66843,Rohini,Smog,0.71,Low,13,357.28,0,1.6729,390.02,1.0,False,462.11,444.55,494.46,14.08,476.19,7.94
403,NCR_M61374,Gurgaon CyberHub,Clear,0.92,High,10,286.38,15,1.3674,147.72,0.25,True,369.6,355.19,394.86,11.0,380.6,6.34
414,NCR_M6777,Connaught Place,Fog,0.31,Medium,16,355.47,0,1.5732,238.74,0.25,True,467.18,454.57,508.45,25.72,492.9,8.22
880,NCR_M92788,Faridabad,Rain,0.59,High,18,416.16,0,1.4162,420.32,1.0,False,495.25,471.48,521.66,2.2,497.45,8.29
422,NCR_M55017,Lajpat Nagar,Smog,0.44,High,21,185.42,0,1.4282,186.51,1.0,False,221.59,200.54,226.69,35.78,257.37,4.29
415,NCR_M9475,Lajpat Nagar,Smog,0.58,Medium,17,72.2,59,1.4283,113.18,1.0,False,156.8,142.69,160.88,26.52,183.32,3.06
893,NCR_M58054,Noida Sector 18,Clear,0.34,Medium,12,493.89,33,1.3574,513.03,1.0,False,613.87,583.79,645.58,1.15,615.02,10.25
424,NCR_M21960,Faridabad,Fog,0.57,Medium,20,420.82,0,1.653,338.52,0.75,False,549.46,525.28,582.43,7.25,556.71,9.28
896,NCR_M5531,Gurgaon CyberHub,Heatwave,0.39,High,21,268.14,25,1.3696,228.87,0.75,False,348.42,339.02,379.2,29.58,378.0,6.3
423,NCR_M94857,Gurgaon CyberHub,Smog,0.85,High,19,286.4,0,1.6234,328.2,1.0,False,364.91,334.5,375.86,23.46,388.37,6.47
1141,NCR_M3749,Faridabad,Heatwave,0.98,Medium,21,592.62,0,1.6424,645.27,1.0,False,759.48,723.02,799.98,2.42,761.9,12.7
1177,NCR_M97505,Rohini,Rain,0.4,Medium,12,383.68,75,1.4084,365.52,0.75,False,552.02,513.38,572.99,15.18,567.2,9.45
1148,NCR_M98099,Faridabad,Clear,0.47,Medium,19,729.3,35,1.2579,739.95,1.0,False,857.21,840.07,942.93,40.25,897.46,14.96
1180,NCR_M13546,Gurgaon CyberHub,Clear,0.92,Low,12,167.2,59,1.7413,159.39,0.75,False,301.83,284.23,315.42,5.75,307.58,5.13
1147,NCR_M66200,Dwarka,Clear,0.59,Medium,20,107.52,31,1.4091,56.32,0.25,True,170.88,157.78,176.69,18.4,189.28,3.15
911,NCR_M34767,Saket,Clear,0.83,Low,12,343.68,69,1.5855,390.26,1.0,False,519.63,490.19,543.54,4.6,524.23,8.74
1187,NCR_M73531,Lajpat Nagar,Smog,0.49,High,0,69.84,0,1.393,125.69,1.0,False,82.43,77.9,86.3,3.06,85.49,1.42
1189,NCR_M93558,Rohini,Smog,0.75,Low,13,173.95,30,1.7252,153.34,0.75,False,271.36,244.68,277.06,39.3,310.66,5.18
445,NCR_M61088,Noida Sector 18,Clear,0.95,Medium,13,340.1,23,1.6067,320.84,0.75,False,467.05,439.81,488.07,5.75,472.8,7.88
957,NCR_M95840,Lajpat Nagar,Heatwave,0.69,Low,21,446.35,0,1.7804,500.5,1.0,False,595.57,544.95,612.84,25.96,621.53,10.36
449,NCR_M68841,Gurgaon CyberHub,Clear,0.94,High,21,594.55,25,1.4924,644.14,1.0,False,756.87,730.38,813.63,17.25,774.12,12.9
980,NCR_M54385,Gurgaon CyberHub,Rain,0.66,High,9,462.28,0,1.5404,516.01,1.0,False,573.75,560.55,628.26,33.55,607.3,10.12
1225,NCR_M51006,Saket,Heatwave,0.45,Medium,18,477.9,0,1.3519,478.55,1.0,False,555.66,518.62,577.89,10.5,566.16,9.44
457,NCR_M46577,Connaught Place,Clear,0.37,High,10,360.96,0,1.2371,154.27,0.25,True,423.14,399.16,442.6,4.0,427.14,7.12
1227,NCR_M39354,Faridabad,Rain,0.32,Medium,19,565.0,40,1.733,622.0,1.0,False,796.44,776.53,869.45,34.79,831.23,13.85
1190,NCR_M62004,Saket,Clear,0.99,High,9,284.7,0,1.3199,162.86,0.25,True,344.17,311.47,352.08,30.5,374.67,6.24
981,NCR_M83212,Noida Sector 18,Smog,0.58,Low,1,63.18,0,1.4379,90.09,1.0,False,75.76,69.19,77.88,23.46,99.22,1.65
1252,NCR_M52734,Saket,Heatwave,0.54,Medium,19,325.08,37,1.4446,344.8,1.0,False,435.19,426.05,477.98,40.45,475.64,7.93
466,NCR_M65319,Rohini,Rain,0.84,High,21,341.24,25,1.6699,386.38,1.0,False,473.27,430.68,485.58,32.89,506.16,8.44
468,NCR_M89475,Saket,Smog,0.84,High,13,375.82,0,1.525,357.04,0.75,False,471.62,437.03,488.6,16.42,488.04,8.13
985,NCR_M23665,Lajpat Nagar,Heatwave,0.6,High,11,390.6,0,1.3623,420.27,1.0,False,455.9,444.05,496.93,27.3,483.2,8.05
1241,NCR_M67173,Noida Sector 18,Rain,0.49,High,15,148.32,0,1.314,181.29,1.0,False,170.02,162.03,179.37,3.3,173.32,2.89
990,NCR_M85617,Gurgaon CyberHub,Clear,0.75,Medium,21,370.3,0,1.5932,423.56,1.0,False,467.4,451.04,502.46,17.25,484.65,8.08
478,NCR_M93265,Faridabad,Rain,0.5,Low,12,136.64,25,1.6387,143.66,1.0,False,206.92,201.12,224.85,29.09,236.01,3.93
1260,NCR_M26737,Connaught Place,Smog,0.85,Medium,21,205.74,0,1.8246,251.43,1.0,False,277.91,271.52,304.31,35.78,313.69,5.23
1301,NCR_M94210,Saket,Clear,0.86,High,16,351.12,25,1.2452,357.19,1.0,False,419.71,390.33,435.66,12.0,431.71,7.2
1296,NCR_M855,Rohini,Clear,0.61,Low,15,226.55,0,1.415,268.61,1.0,False,269.49,260.06,289.7,15.0,284.49,4.74
476,NCR_M90085,Gurgaon CyberHub,Rain,0.92,High,21,279.24,17,1.787,328.55,1.0,False,396.01,361.69,407.1,29.09,425.1,7.08
486,NCR_M38624,Rohini,Heatwave,0.66,Low,13,485.13,45,1.5745,395.6,0.75,False,674.9,643.18,712.02,3.62,678.52,11.31
1282,NCR_M7393,Lajpat Nagar,Clear,0.82,High,18,333.12,0,1.3887,392.32,1.0,False,392.56,370.31,410.62,4.0,396.56,6.61
1342,NCR_M55681,Saket,Smog,0.69,High,10,377.42,17,1.3917,399.66,1.0,False,465.3,448.08,498.64,13.26,478.56,7.98
1345,NCR_M46718,Connaught Place,Clear,0.32,High,0,607.94,13,1.1856,595.77,0.75,False,688.27,662.8,737.6,13.0,701.27,11.69
1294,NCR_M87093,Faridabad,Clear,0.69,Medium,19,252.0,0,1.3049,157.76,0.25,True,302.99,273.7,309.65,36.8,339.79,5.66
484,NCR_M50860,Noida Sector 18,Smog,0.99,Medium,20,396.55,17,1.9079,401.56,1.0,False,571.22,544.38,602.64,3.52,574.74,9.58
1062,NCR_M26310,Rohini,Fog,0.76,Medium,12,294.91,0,1.5567,267.22,0.75,False,373.85,340.83,383.94,29.58,403.43,6.72
1363,NCR_M87456,Gurgaon CyberHub,Heatwave,0.86,Low,9,437.09,17,1.636,491.47,1.0,False,580.81,557.0,618.56,9.45,590.26,9.84
1066,NCR_M63735,Dwarka,Heatwave,0.43,High,19,338.66,30,1.419,368.22,1.0,False,439.15,404.02,453.21,21.74,460.89,7.68
491,NCR_M70468,Noida Sector 18,Smog,0.57,High,15,574.04,20,1.291,602.16,1.0,False,674.96,659.44,739.08,31.11,706.07,11.77
1390,NCR_M52663,Saket,Rain,0.71,Low,19,555.84,20,1.8548,562.97,1.0,False,784.24,739.8,820.32,5.06,789.3,13.16
1318,NCR_M98507,Connaught Place,Clear,0.73,High,6,515.84,25,1.2634,554.79,1.0,False,607.91,592.1,662.62,26.0,633.91,10.57
1320,NCR_M12689,Saket,Smog,0.6,High,20,314.34,0,1.4619,286.31,0.75,False,386.35,352.87,397.17,26.98,413.33,6.89
499,NCR_M25343,Noida Sector 18,Heatwave,0.96,Medium,22,335.5,40,1.5013,171.93,0.25,True,480.22,461.01,512.24,12.08,492.3,8.2
1092,NCR_M37158,Faridabad,Clear,0.94,Medium,12,441.49,0,1.4519,493.61,1.0,False,531.97,515.48,575.42,21.85,553.82,9.23
1325,NCR_M67864,Lajpat Nagar,Rain,0.44,High,13,296.4,57,1.734,354.19,1.0,False,465.36,423.48,477.46,32.89,498.25,8.3
1332,NCR_M52084,Connaught Place,Rain,0.76,Medium,11,226.16,27,1.7245,284.35,1.0,False,332.45,309.18,345.08,13.2,345.65,5.76
509,NCR_M65734,Dwarka,Smog,0.95,Low,21,234.24,25,1.8561,287.71,1.0,False,353.19,333.17,369.43,4.69,357.88,5.96
1093,NCR_M89046,Noida Sector 18,Clear,0.63,Medium,12,112.24,65,1.3654,171.82,1.0,False,207.11,193.99,215.8,9.2,216.31,3.61
1102,NCR_M34699,Dwarka,Rain,0.86,Medium,19,465.6,0,1.7913,498.83,1.0,False,623.16,587.84,651.82,5.06,628.22,10.47
1349,NCR_M80624,Connaught Place,Smog,0.45,High,21,241.92,39,1.4791,134.73,0.25,True,356.17,335.98,372.55,4.69,360.86,6.01
1461,NCR_M22672,Gurgaon CyberHub,Clear,0.98,High,9,341.64,0,1.424,383.38,1.0,False,407.68,368.95,417.06,30.5,438.18,7.3
1394,NCR_M25185,Lajpat Nagar,Clear,0.79,High,21,217.8,0,1.5235,255.45,1.0,False,268.83,254.94,282.0,1.15,269.98,4.5
1388,NCR_M93385,Lajpat Nagar,Clear,0.75,Low,13,406.08,0,1.7673,460.15,1.0,False,539.84,517.17,574.03,9.2,549.04,9.15
519,NCR_M42108,Noida Sector 18,Clear,0.5,High,20,366.08,0,1.2809,382.94,1.0,False,414.32,385.32,430.06,13.8,428.12,7.14
530,NCR_M86203,Connaught Place,Clear,0.35,High,14,276.66,0,1.3332,184.55,0.25,True,336.04,321.26,356.21,6.9,342.94,5.72
1413,NCR_M51664,Faridabad,Clear,0.87,High,19,444.08,0,1.3631,481.29,1.0,False,518.47,494.62,547.85,4.6,523.07,8.72
1487,NCR_M15709,Rohini,Clear,0.81,High,19,351.09,30,1.3732,362.38,1.0,False,446.58,411.59,461.31,19.55,466.13,7.77
1123,NCR_M91907,Dwarka,Heatwave,0.96,Medium,13,174.41,0,1.7397,195.61,1.0,False,230.04,220.15,244.23,8.45,238.49,3.97
532,NCR_M49812,Saket,Clear,0.7,Medium,20,376.38,38,1.4521,381.04,1.0,False,499.34,459.39,515.32,20.7,520.04,8.67
1131,NCR_M2812,Rohini,Clear,0.77,Medium,9,408.8,69,1.2322,284.47,0.25,True,554.91,533.82,593.75,12.0,566.91,9.45
1434,NCR_M56251,Connaught Place,Heatwave,0.33,Medium,19,80.84,25,1.6294,113.01,1.0,False,135.1,127.0,141.05,7.25,142.35,2.37
525,NCR_M72083,Noida Sector 18,Clear,0.95,Medium,9,305.27,0,1.4597,354.1,1.0,False,368.82,343.62,383.21,11.0,379.82,6.33
1466,NCR_M34755,Gurgaon CyberHub,Heatwave,0.77,Medium,2,271.35,0,1.5034,281.11,1.0,False,332.71,305.54,343.02,19.95,352.66,5.88
529,NCR_M95743,Faridabad,Rain,0.38,High,8,275.52,43,1.1968,178.2,0.25,True,364.99,355.13,397.23,26.95,391.94,6.53
1174,NCR_M11412,Noida Sector 18,Clear,0.4,High,16,392.7,0,1.1244,242.58,0.25,True,439.97,426.33,475.9,19.0,458.97,7.65
1197,NCR_M2912,Saket,Clear,0.59,Medium,21,429.66,65,1.3511,454.75,1.0,False,574.98,539.52,599.7,8.05,583.03,9.72
543,NCR_M67271,Noida Sector 18,Rain,0.79,High,17,270.9,15,1.3539,178.75,0.25,True,348.92,333.22,369.27,5.5,354.42,5.91
540,NCR_M83764,Dwarka,Clear,0.87,High,23,256.32,80,1.2755,257.9,1.0,False,379.83,358.31,397.31,4.0,383.83,6.4
1209,NCR_M8681,Gurgaon CyberHub,Clear,0.59,Medium,19,329.64,0,1.4713,378.27,1.0,False,399.84,367.86,412.64,20.7,420.54,7.01
1522,NCR_M84897,Rohini,Clear,0.72,High,17,245.52,0,1.1669,109.29,0.25,True,279.95,252.89,286.11,32.0,311.95,5.2
1514,NCR_M83880,Dwarka,Clear,0.47,High,14,493.12,25,1.1856,515.97,1.0,False,564.16,528.43,587.85,9.2,573.36,9.56
1215,NCR_M71296,Gurgaon CyberHub,Clear,0.83,High,10,326.43,0,1.4073,213.04,0.25,True,406.83,393.4,438.7,17.0,423.83,7.06
1552,NCR_M88615,Gurgaon CyberHub,Clear,0.81,Medium,14,467.0,45,1.5759,415.19,0.75,False,652.08,619.47,684.68,0.0,652.08,10.87
557,NCR_M11112,Faridabad,Rain,0.83,High,14,352.98,0,1.4167,369.38,1.0,False,420.14,403.75,448.84,13.92,434.06,7.23
1545,NCR_M37505,Dwarka,Smog,0.62,High,14,399.0,40,1.385,450.88,1.0,False,516.64,493.39,546.78,5.87,522.51,8.71
558,NCR_M1803,Lajpat Nagar,Rain,0.3,Medium,17,350.96,0,1.4074,347.43,0.75,False,423.38,405.17,449.48,7.7,431.08,7.18
1561,NCR_M8156,Connaught Place,Clear,0.64,Low,0,216.37,0,1.4972,122.6,0.25,True,277.73,253.2,285.23,24.5,302.23,5.04
1622,NCR_M73657,Gurgaon CyberHub,Clear,0.79,Medium,16,397.0,0,1.2603,388.86,0.75,False,453.62,430.94,476.31,0.0,453.62,7.56
1609,NCR_M39385,Gurgaon CyberHub,Smog,0.7,High,9,259.5,25,1.4422,219.8,0.75,False,346.85,315.06,355.52,28.05,374.9,6.25
1584,NCR_M47255,Saket,Smog,0.93,High,19,142.1,0,1.7664,149.85,1.0,False,188.86,178.79,197.92,2.35,191.21,3.19
578,NCR_M21919,Faridabad,Clear,0.34,High,16,406.8,13,1.019,236.7,0.25,True,448.18,431.59,480.3,13.0,461.18,7.69
1590,NCR_M85982,Connaught Place,Heatwave,0.7,High,18,445.05,40,1.4971,485.35,1.0,False,593.49,572.72,638.0,15.75,609.24,10.15
1598,NCR_M60714,Lajpat Nagar,Smog,0.88,High,10,147.6,0,1.56,169.09,1.0,False,184.35,169.6,190.25,18.36,202.71,3.38
1624,NCR_M30307,Rohini,Fog,0.69,Medium,16,548.25,0,1.4228,588.54,1.0,False,653.96,640.23,718.27,35.18,689.14,11.49
580,NCR_M16647,Gurgaon CyberHub,Clear,0.47,Medium,10,361.2,65,1.284,407.54,1.0,False,482.94,461.21,511.11,5.0,487.94,8.13
1629,NCR_M46844,Faridabad,Rain,0.96,Medium,15,235.32,40,1.4552,286.45,1.0,False,332.12,301.12,340.09,31.9,364.02,6.07
1630,NCR_M96602,Saket,Heatwave,0.68,Low,17,46.97,35,1.5538,80.63,1.0,False,102.18,93.15,104.94,25.72,127.9,2.13
1328,NCR_M90736,Connaught Place,Clear,0.45,Low,13,74.48,20,1.5796,65.29,0.75,False,120.23,113.82,126.01,2.3,122.53,2.04
1635,NCR_M16372,Dwarka,Heatwave,0.43,Medium,18,655.0,0,1.3086,656.73,1.0,False,749.28,730.55,817.97,28.88,778.16,12.97
586,NCR_M77372,Faridabad,Clear,0.67,Medium,19,268.32,0,1.3487,246.28,0.75,False,316.98,289.5,325.85,26.45,343.43,5.72
1623,NCR_M2050,Noida Sector 18,Clear,0.81,Medium,10,403.92,0,1.3159,339.48,0.75,False,471.43,438.43,489.34,12.0,483.43,8.06
583,NCR_M31617,Connaught Place,Fog,0.75,Medium,9,404.95,0,1.512,405.82,1.0,False,497.94,463.91,517.36,11.55,509.49,8.49
587,NCR_M20933,Saket,Clear,0.34,Low,19,135.66,20,1.5037,171.06,1.0,False,190.88,181.72,201.06,2.3,193.18,3.22
1640,NCR_M29856,Connaught Place,Clear,0.48,Medium,13,370.24,52,1.4956,396.49,1.0,False,516.38,492.62,545.64,4.6,520.98,8.68
1669,NCR_M61435,Faridabad,Heatwave,0.46,Low,10,128.64,0,1.439,64.9,0.25,True,162.03,152.85,169.49,4.2,166.23,2.77
1655,NCR_M72695,Gurgaon CyberHub,Rain,0.74,High,0,60.04,73,1.5432,107.06,1.0,False,165.27,151.22,170.06,23.65,188.92,3.15
596,NCR_M43017,Noida Sector 18,Heatwave,0.83,Low,11,392.04,23,1.6736,429.37,1.0,False,536.93,514.38,570.93,8.4,545.33,9.09
1676,NCR_M7401,Gurgaon CyberHub,Fog,0.92,High,13,409.2,0,1.7176,401.18,0.75,False,544.47,506.36,565.16,14.49,558.96,9.32
1356,NCR_M42643,Gurgaon CyberHub,Smog,0.61,High,10,91.26,59,1.3545,146.86,1.0,False,174.88,159.72,179.77,23.46,198.34,3.31
1674,NCR_M15152,Gurgaon CyberHub,Clear,0.31,High,9,651.84,0,1.1355,667.33,1.0,False,694.6,668.2,743.22,12.0,706.6,11.78
1687,NCR_M51408,Lajpat Nagar,Clear,0.64,Medium,14,326.23,0,1.3946,385.03,1.0,False,385.26,366.38,405.16,1.15,386.41,6.44
1694,NCR_M66691,Gurgaon CyberHub,Fog,0.5,High,12,384.02,0,1.5756,403.75,1.0,False,482.03,450.7,501.8,10.87,492.9,8.22
613,NCR_M4500,Connaught Place,Fog,0.52,Low,9,88.11,0,1.7465,102.52,1.0,False,116.44,108.49,120.98,11.55,127.99,2.13
632,NCR_M6296,Gurgaon CyberHub,Clear,0.35,Medium,12,446.31,0,1.3307,454.04,1.0,False,514.85,472.8,530.81,21.85,536.7,8.94
1697,NCR_M59041,Noida Sector 18,Clear,0.58,High,11,280.02,57,1.2632,289.13,1.0,False,378.78,345.96,389.39,23.0,401.78,6.7
629,NCR_M12184,Gurgaon CyberHub,Rain,0.84,High,17,425.78,0,1.902,464.23,1.0,False,587.21,570.76,638.1,25.3,612.51,10.21
1715,NCR_M29300,Noida Sector 18,Clear,0.45,Low,0,452.4,35,1.3321,473.14,1.0,False,562.54,545.66,609.42,20.0,582.54,9.71
1725,NCR_M12875,Faridabad,Clear,0.72,Medium,20,119.04,20,1.3965,105.95,0.75,False,166.69,157.24,174.36,4.6,171.29,2.85
637,NCR_M32712,Saket,Clear,0.8,Medium,20,261.8,51,1.5146,272.14,1.0,False,384.96,373.03,416.4,21.85,406.81,6.78
1392,NCR_M5540,Rohini,Clear,0.95,Low,19,143.38,15,1.8086,145.83,1.0,False,213.0,203.84,226.13,8.05,221.05,3.68
1387,NCR_M53352,Faridabad,Clear,0.54,High,19,122.22,0,1.2509,138.94,1.0,False,136.7,133.41,149.45,33.35,170.05,2.83
1719,NCR_M61268,Rohini,Heatwave,0.74,High,22,661.05,0,1.3462,666.37,1.0,False,766.99,738.61,821.96,15.7,782.69,13.04
647,NCR_M48355,Gurgaon CyberHub,Heatwave,0.44,High,15,119.04,0,1.2617,146.69,1.0,False,133.71,126.14,139.86,4.2,137.91,2.3
659,NCR_M2558,Connaught Place,Clear,0.69,High,14,512.91,0,1.4161,534.77,1.0,False,610.36,593.88,664.28,28.17,638.53,10.64
652,NCR_M38361,Noida Sector 18,Heatwave,0.56,High,11,463.75,67,1.3566,505.17,1.0,False,618.18,602.73,674.85,28.88,647.06,10.78
1407,NCR_M82019,Saket,Clear,0.59,Low,19,87.63,35,1.4305,135.59,1.0,False,146.67,143.3,160.6,35.08,181.75,3.03
664,NCR_M2201,Gurgaon CyberHub,Rain,0.62,Low,18,123.19,0,1.8127,128.1,1.0,False,165.86,162.04,181.62,33.55,199.41,3.32
1735,NCR_M68498,Saket,Clear,0.89,Medium,11,67.0,87,1.3561,65.32,0.75,False,180.68,171.64,189.71,0.0,180.68,3.01
1410,NCR_M46976,Saket,Clear,0.88,Medium,23,268.8,84,1.3231,285.41,1.0,False,405.81,374.7,419.61,16.0,421.81,7.03
1752,NCR_M21358,Connaught Place,Fog,0.36,Medium,12,420.0,20,1.555,395.71,0.75,False,557.08,532.01,589.57,6.04,563.12,9.39
1753,NCR_M77506,Gurgaon CyberHub,Clear,0.4,High,19,273.0,0,1.2834,285.56,1.0,False,309.27,303.09,340.2,40.25,349.52,5.83
665,NCR_M2870,Dwarka,Heatwave,0.35,Low,10,394.2,25,1.4236,423.27,1.0,False,500.17,479.16,531.84,8.4,508.57,8.48
1440,NCR_M61136,Faridabad,Clear,0.47,Low,21,424.56,0,1.5524,446.69,1.0,False,528.98,514.17,574.83,26.45,555.43,9.26
1773,NCR_M50109,Connaught Place,Clear,0.38,Medium,20,520.29,60,1.4894,565.14,1.0,False,708.19,689.07,770.75,28.17,736.36,12.27
675,NCR_M94180,Rohini,Heatwave,0.78,Low,19,349.32,0,1.766,364.47,1.0,False,464.21,418.57,473.96,40.45,504.66,8.41
1776,NCR_M90273,Lajpat Nagar,Clear,0.6,Low,12,391.0,59,1.7132,379.3,0.75,False,596.82,566.98,626.66,0.0,596.82,9.95
1761,NCR_M38468,Saket,Clear,0.59,High,12,205.4,0,1.3573,237.33,1.0,False,239.3,218.96,246.24,24.72,264.02,4.4
1785,NCR_M23329,Connaught Place,Clear,0.76,Medium,17,476.72,0,1.4494,503.56,1.0,False,573.93,545.81,603.58,1.0,574.93,9.58
1764,NCR_M91413,Faridabad,Heatwave,0.43,Medium,21,269.1,50,1.4109,283.65,1.0,False,379.03,346.18,389.64,27.77,406.8,6.78
683,NCR_M86832,Noida Sector 18,Heatwave,0.44,High,22,533.52,0,1.2222,556.16,1.0,False,589.82,562.69,623.25,4.83,594.65,9.91
1796,NCR_M3988,Rohini,Clear,0.9,Low,8,321.16,15,1.4863,340.48,1.0,False,409.83,371.58,419.66,29.0,438.83,7.31
695,NCR_M58872,Noida Sector 18,Fog,0.64,High,10,402.16,17,1.4859,421.81,1.0,False,510.95,475.18,530.36,12.6,523.55,8.73
694,NCR_M22400,Faridabad,Fog,0.47,High,21,89.1,42,1.2717,142.53,1.0,False,147.84,137.98,153.75,12.07,159.91,2.67
1822,NCR_M46215,Lajpat Nagar,Clear,0.67,High,22,84.8,25,1.3213,125.55,1.0,False,126.21,115.69,130.0,23.0,149.21,2.49
696,NCR_M99523,Lajpat Nagar,Clear,0.92,Medium,20,445.56,45,1.6729,398.64,0.75,False,643.4,588.72,662.06,24.72,668.12,11.14
703,NCR_M86417,Connaught Place,Clear,0.39,Medium,8,377.6,0,1.3032,409.83,1.0,False,431.06,417.27,465.54,18.0,449.06,7.48
1815,NCR_M70272,Noida Sector 18,Heatwave,0.52,Low,11,95.4,0,1.6276,140.13,1.0,False,121.71,113.59,126.58,10.5,132.21,2.2
1492,NCR_M44065,Faridabad,Smog,0.41,High,13,277.61,0,1.3463,285.26,1.0,False,322.11,290.44,328.88,39.3,361.41,6.02
716,NCR_M70092,Faridabad,Rain,0.98,Low,13,78.75,0,1.9752,100.53,1.0,False,110.68,105.7,117.13,6.33,117.01,1.95
1834,NCR_M40819,Gurgaon CyberHub,Rain,0.31,High,19,539.26,20,1.6367,573.51,1.0,False,715.48,692.59,772.72,22.77,738.25,12.3
1830,NCR_M45526,Saket,Rain,0.89,Medium,15,311.64,20,1.6655,370.83,1.0,False,428.0,405.17,448.54,2.2,430.2,7.17
721,NCR_M19831,Faridabad,Clear,0.89,Low,11,375.24,0,1.5006,389.47,1.0,False,459.67,444.96,496.44,18.0,477.67,7.96
1833,NCR_M17430,Gurgaon CyberHub,Smog,0.38,Medium,19,329.7,13,1.5303,338.87,1.0,False,423.94,404.86,448.67,5.87,429.81,7.16
1518,NCR_M6894,Saket,Clear,0.47,Medium,23,272.64,35,1.1495,282.28,1.0,False,329.84,322.58,361.72,32.0,361.84,6.03
1521,NCR_M79910,Lajpat Nagar,Clear,0.5,Low,6,356.07,21,1.4404,373.18,1.0,False,452.55,417.1,467.48,17.0,469.55,7.83
724,NCR_M47334,Saket,Clear,0.5,Medium,11,229.68,57,1.1773,283.49,1.0,False,311.06,280.99,317.9,32.0,343.06,5.72
729,NCR_M3437,Connaught Place,Smog,0.36,High,20,246.24,0,1.7326,277.71,1.0,False,324.12,310.51,344.65,9.38,333.5,5.56
1850,NCR_M74291,Gurgaon CyberHub,Clear,0.51,High,9,275.01,25,1.1926,333.95,1.0,False,327.63,312.23,345.65,3.0,330.63,5.51
1891,NCR_M76214,Dwarka,Fog,0.7,High,14,96.0,0,1.2667,119.87,1.0,False,108.05,102.64,113.45,0.0,108.05,1.8
1866,NCR_M5896,Gurgaon CyberHub,Clear,0.54,High,18,445.44,40,1.2814,293.84,0.25,True,576.24,563.56,631.94,32.0,608.24,10.14
1563,NCR_M19739,Rohini,Clear,0.81,Medium,20,129.36,70,1.5139,109.83,0.75,False,247.88,230.53,257.3,13.8,261.68,4.36
736,NCR_M30747,Dwarka,Rain,0.35,High,19,88.0,55,1.5926,128.12,1.0,False,180.46,171.44,189.49,0.0,180.46,3.01
1564,NCR_M49378,Gurgaon CyberHub,Smog,0.36,Medium,4,549.1,17,1.3284,311.36,0.25,True,685.41,645.43,716.26,5.1,690.51,11.51
1875,NCR_M48405,Rohini,Fog,0.85,High,22,199.2,43,1.5527,216.0,1.0,False,301.8,292.75,326.95,24.15,325.95,5.43
728,NCR_M54046,Rohini,Clear,0.4,High,21,307.33,53,1.2728,256.79,0.75,False,412.67,373.46,422.16,35.08,447.75,7.46
1572,NCR_M97889,Rohini,Clear,0.53,Medium,15,419.15,25,1.1592,444.68,1.0,False,478.2,440.74,493.98,17.0,495.2,8.25
1880,NCR_M39791,Gurgaon CyberHub,Clear,0.42,High,14,381.0,0,1.3277,395.54,1.0,False,439.01,417.06,460.96,0.0,439.01,7.32
1878,NCR_M5601,Gurgaon CyberHub,Smog,0.47,Low,20,571.95,35,1.823,608.59,1.0,False,819.49,797.37,891.88,28.74,848.23,14.14
744,NCR_M94661,Noida Sector 18,Clear,0.6,Medium,14,230.25,80,1.3148,265.12,1.0,False,355.75,323.14,364.64,31.62,387.37,6.46
748,NCR_M93180,Lajpat Nagar,Clear,0.91,Low,17,537.84,25,1.764,566.71,1.0,False,747.54,716.14,794.88,8.0,755.54,12.59
1895,NCR_M40765,Lajpat Nagar,Clear,0.96,Medium,20,68.2,55,1.8164,71.31,1.0,False,166.04,159.4,177.11,11.5,177.54,2.96
1896,NCR_M74544,Gurgaon CyberHub,Fog,0.43,High,20,421.2,0,1.6948,429.26,1.0,False,548.34,531.89,594.03,24.15,572.49,9.54
1596,NCR_M45715,Gurgaon CyberHub,Smog,0.83,Medium,17,292.81,0,1.5318,352.21,1.0,False,362.4,337.64,376.53,11.22,373.62,6.23
1910,NCR_M56836,Lajpat Nagar,Heatwave,0.8,High,6,614.04,53,1.3727,662.63,1.0,False,781.52,765.11,858.37,35.18,816.7,13.61
1602,NCR_M73745,Gurgaon CyberHub,Clear,0.72,Medium,15,151.38,0,1.3894,192.27,1.0,False,178.44,165.65,185.04,13.0,191.44,3.19
740,NCR_M56492,Noida Sector 18,Rain,0.73,Low,20,287.02,0,2.0378,262.1,0.75,False,415.47,400.09,445.24,16.44,431.91,7.2
1925,NCR_M18590,Noida Sector 18,Rain,0.79,High,22,256.62,0,1.5823,281.33,1.0,False,322.8,303.43,337.0,7.59,330.39,5.51
755,NCR_M43485,Saket,Heatwave,0.92,Low,8,404.56,0,1.6476,460.33,1.0,False,519.29,495.4,548.72,4.2,523.49,8.72
1982,NCR_M82990,Faridabad,Clear,0.66,High,14,210.97,0,1.2447,207.46,0.75,False,239.59,216.83,245.1,35.08,274.67,4.58
758,NCR_M36213,Rohini,Clear,0.96,High,16,193.32,0,1.2809,237.17,1.0,False,218.79,209.6,232.65,8.0,226.79,3.78
1985,NCR_M43526,Lajpat Nagar,Heatwave,0.39,High,17,266.76,0,1.2743,121.21,0.25,True,317.14,288.59,325.38,27.3,344.44,5.74
